ProdReference,Name,SEOName,Description,ShortDescription,SEOShortDescription,SEOShortDescriptionCap,IsTextil,HasColors,HasSizes,HasCapacitys,CombinedSizes,Gender,DefaultCustomizationIncludedInPrice,AvailableGross,BoxLengthMM,BoxWidthMM,BoxHeightMM,BoxSizeM,BoxWeightKG,BoxVolume,BoxQuantity,BoxInnerQuantity,Multiplier,Taric,Type,TypeCode,SubType,SubTypeCode,MainImage,BoxImage,BagImage,PouchImage,AditionalImageList,AllImageList,Brand,CountryOfOrigin,PvcFree,Properties,ProductCare,WeightGr,Certificates,Composition,Packing,Repacking,RefillType,BatteryType,Materials,PaperSize,PaperGramage,CapacityMah,CapacityGB,VideoLink,InkColor,VideoLinkVimeo,OtherDetails,Sizes,Capacitys,KeyWords,Colors,ProductComponents,RelatedReferences,ProductDefaultComponent,Video360,ProductComponentLocations,ProductComponentDefaultLocation,ProductComponentDefaultLocationAreaMM,ProductComposedLocations,CustomizationTypes,CustomizationDefaultType,CustomizationDefaultTable,CustomizationTables,CustomizationTableOptions,CustomizationDefault,CustomizationDefaultTableMaxColors,CustomizationDefaultHandlingCosts,CustomizationDefaultPrintingLines,IsSeasonal,SeasonalOccasion,SeasonalStartDate,SeasonalEndDate,IsStockOut,OnlineExclusive,CertificateFiles,Weight,Catalogs,UpdateDate
94650,HORUS 1. Caixa,HORUS 1,Caixa em cartão indicada para as referências: 94246. 75 x 75 x 225 mm,Caixa em cartão indicada para as referências: 94246,HORUS 1. Caixa,HORUS 1. CAIXA,False,True,False,False,75 x 75 x 225 mm,,False,True,0.63,0.4,0.44,0.630X0.400X0.440,12.5,0.111,400,0,1,48192000,Squeezes & Copos,10,Embalagens,1420,94650_set.jpg,,,,,"94650_set.jpg, 94650_106.jpg, 94650_amb.jpg",hi!dea™,China,False,,,,,,Sem polybag,Sem polybag,,,Cartão,,,,,,,,,,,"caixas, embalagem, embalagens",Branco,Caixa,94246,Caixa,,Frente,Frente,50 x 170,Caixa - Frente,Silk Screen,Silk Screen,SCR2-01-01,SCR2-01,SCR2-01-01,Caixa - Frente (Silk Screen - 50 x 170),0,0.0,94650_1_1_1.png,False,,,,False,False,,1,SPOT,08/04/2025 11:01:27
94651,HORUS 2. Caixa em cartão,HORUS 2,"Caixa em cartão indicada para as referências: 94271, 94646, 94782. 75 x 75 x 235 mm","Caixa em cartão indicada para as referências: 94271, 94646, 94782",HORUS 2. Caixa em cartão,HORUS 2. CAIXA EM CARTÃO,False,True,False,False,75 x 75 x 235 mm,,False,True,0.73,0.43,0.41,0.730X0.430X0.410,14.0,0.129,400,0,1,48192000,Squeezes & Copos,10,Embalagens,1420,94651_set.jpg,,,,,"94651_set.jpg, 94651_106.jpg",hi!dea™,China,False,,,,,,Sem polybag,Sem polybag,,,Cartão,,,,,,,,,,,"caixas, embalagem, embalagens",Branco,Caixa,"94646, 94061, 94782, 94271",Caixa,,Frente,Frente,50 x 170,Caixa - Frente,Silk Screen,Silk Screen,SCR2-01-01,SCR2-01,SCR2-01-01,Caixa - Frente (Silk Screen - 50 x 170),0,0.0,94651_1_1_1.png,False,,,,False,False,,1,SPOT,08/04/2025 11:01:27
94652,HORUS 3. Caixa em cartão,HORUS 3,"Caixa. Cartão. Indicada para as referências 94269, 94270, 94649. 80 x 95 x 220 mm","Caixa. Cartão. Indicada para as referências 94269, 94270, 94649",HORUS 3. Caixa em cartão,HORUS 3. CAIXA EM CARTÃO,False,True,False,False,80 x 95 x 220 mm,,False,True,0.62,0.41,0.5,0.620X0.410X0.500,13.0,0.127,400,0,1,48192000,Squeezes & Copos,10,Embalagens,1420,94652_set.jpg,,,,,"94652_set.jpg, 94652_106.jpg, 94652_amb.jpg",hi!dea™,China,False,,,,,,Sem polybag,Sem polybag,,,Cartão,,,,,,,,,,,"caixas, embalagem, embalagens",Branco,Caixa,"94649, 94270",Caixa,,Frente,Frente,50 x 170,Caixa - Frente,Silk Screen,Silk Screen,SCR2-01-01,SCR2-01,SCR2-01-01,Caixa - Frente (Silk Screen - 50 x 170),0,0.0,94652_1_1_1.png,False,,,,False,False,,1,SPOT,08/04/2025 11:01:27
94653,HORUS 4. Caixa em cartão,HORUS 4,Caixa em cartão indicada para as referências: 99967. 75 x 75 x 190 mm,Caixa em cartão indicada para as referências: 99967,HORUS 4. Caixa em cartão,HORUS 4. CAIXA EM CARTÃO,False,True,False,False,75 x 75 x 190 mm,,False,True,0.63,0.37,0.44,0.630X0.370X0.440,11.0,0.103,400,0,1,48192000,Squeezes & Copos,10,Embalagens,1420,94653_set.jpg,,,,,"94653_set.jpg, 94653_106.jpg",hi!dea™,China,False,,,,,,Sem polybag,Sem polybag,,,Cartão,,,,,,,,,,,"caixas, embalagem, embalagens",Branco,Caixa,99967,Caixa,,Frente,Frente,50 x 165,Caixa - Frente,Silk Screen,Silk Screen,SCR2-01-01,SCR2-01,SCR2-01-01,Caixa - Frente (Silk Screen - 50 x 165),0,0.0,94653_1_1_1.png,False,,,,False,False,,1,SPOT,08/04/2025 11:01:27
94654,HORUS 5. Caixa em cartão,HORUS 5,Caixa em cartão indicada para as referências: 94062 e 94619. 95 x 95 x 170 mm,Caixa em cartão indicada para as referências: 94062 e 94619,HORUS 5. Caixa em cartão,HORUS 5. CAIXA EM CARTÃO,False,True,False,False,95 x 95 x 170 mm,,False,True,0.78,0.39,0.4,0.780X0.390X0.400,13.5,0.122,400,0,1,48192000,Squeezes & Copos,10,Embalagens,1420,94654_set.jpg,,,,,"94654_set.jpg, 94654_106.jpg",hi!dea™,China,False,,,,,,Sem polybag,Sem polybag,,,Cartão,,,,,,,,,,,"caixas, embalagem, embalagens",Branco,Caixa,"94619, 94062",Caixa,,Frente,Frente,70 x 145,Caixa - Frente,Silk Screen,Silk Screen,SCR2-01-01,SCR2-01,SCR2-01-01,Caixa - Frente (Silk Screen - 70 x 145),0,0.0,94654_1_1_1.png,False,,,,False,False,,1,SPOT,08/04/2025 11:01:27
94655,HORUS 6. Caixa em cartão,HORUS 6,Caixa em cartão indicada para as referências: 94646. 82 x 82 x 233 mm,Caixa em cartão indicada para as referências: 94646,HORUS 6. Caixa em cartão,HORUS 6. CAIXA EM CARTÃO,False,True,False,False,82 x 82 x 233 mm,,False,True,0.69,0.42,0.44,0.690X0.420X0.440,14.0,0.128,400,0,1,48192000,Squeezes & Copos,10,Embalagens,1420,94655_set.jpg,,,,,"94655_set.jpg, 94655_106.jpg, 94655_amb.jpg",hi!dea™,China,False,,,,,,Sem polybag,Sem polybag,,,Cartão,,,,,,,,,,,"caixas, embalagem, embalagens",Branco,Caixa,94646,Caixa,,Frente,Frente,60 x 180,Caixa - Frente,Silk Screen,Silk Screen,SCR2-01-01,SCR2-01,SCR2-01-01,Caixa - Frente (Silk Screen - 60 x 180),0,0.0,94655_1_1_1.png,False,,,,False,False,,1,SPOT,08/04/2025 11:01:27
94656,TITUS 1. Caixa em cartão,TITUS 1,"Caixa em cartão indicada para as referências: 94256, 94250, 94656, 94063, 54601, 94297, 94623, 94960, 94326. 70 x 70 x 215 mm","Caixa em cartão indicada para as referências: 94256, 94250, 94656, 94063, 54601, 94297, 94623, 94960, 94326",TITUS 1. Caixa em cartão,TITUS 1. CAIXA EM CARTÃO,False,True,False,False,70 x 70 x 215 mm,,False,True,0.59,0.39,0.44,0.590X0.390X0.440,11.0,0.101,400,0,1,48192000,Squeezes & Copos,10,Embalagens,1420,94656_set.jpg,,,,,"94656_set.jpg, 94656_106.jpg",hi!dea™,China,False,,,,,,Sem polybag,Sem polybag,,,Cartão,,,,,,,,,,,"caixas, embalagem, embalagens, 94063, 94623, 94060",Branco,Caixa,"94623, 94656, 94063, 94960, 94250, 94256, 54601, 94297, 94326",Caixa,,Frente,Frente,45 x 170,Caixa - Frente,Silk Screen,Silk Screen,SCR2-01-01,SCR2-01,SCR2-01-01,Caixa - Frente (Silk Screen - 45 x 170),0,0.0,94656_1_1_1.png,False,,,,False,False,,1,SPOT,08/04/2025 11:01:27
94657,TITUS 2. Caixa em cartão,TITUS 2,"Caixa em cartão indicada para as referências: 94631, 94059, 94688, 54957, 94630, 94380, 94378. 77 x 77 x 257 mm","Caixa em cartão indicada para as referências: 94631, 94059, 94688, 54957, 94630, 94380, 94378",TITUS 2. Caixa em cartão,TITUS 2. CAIXA EM CARTÃO,False,True,False,False,77 x 77 x 257 mm,,False,True,0.64,0.44,0.42,0.640X0.440X0.420,14.0,0.118,400,0,1,48192000,Squeezes & Copos,10,Embalagens,1420,94657_set.jpg,,,,,"94657_set.jpg, 94657_106-logo.jpg, 94657_amb.jpg, 94657_106.jpg",hi!dea™,China,False,,,,,,Sem polybag,Sem polybag,,,Cartão,,,,,,,,,,,"caixas, embalagem, embalagens, 94629, 94630, 94632, 94648, 94688",Branco,Caixa,"94629, 94630, 94631, 94648, 94688, 94059, 54957, 94343",Caixa,,Frente,Frente,55 x 180,Caixa - Frente,Silk Screen,Silk Screen,SCR2-01-01,SCR2-01,SCR2-01-01,Caixa - Frente (Silk Screen - 55 x 180),0,0.0,94657_1_1_1.png,False,,,,False,False,,1,SPOT,08/04/2025 11:01:27
94658,TITUS 3. Caixa em cartão,TITUS 3,Caixa em cartão indicada para as referências: 94633. 82 x 82 x 265 mm,Caixa em cartão indicada para as referências: 94633,TITUS 3. Caixa em cartão,TITUS 3. CAIXA EM CARTÃO,False,True,False,False,82 x 82 x 265 mm,,False,True,0.67,0.45,0.4,0.670X0.450X0.400,15.0,0.121,400,0,1,48192000,Squeezes & Copos,10,Embalagens,1420,94658_set.jpg,,,,,"94658_set.jpg, 94658_106.jpg",hi!dea™,China,False,,,,,,Sem polybag,Sem polybag,,,Cartão,,,,,,,,,,,"caixas, embalagem, embalagens",Branco,Caixa,94633,Caixa,,Frente,Frente,60 x 180,Caixa - Frente,Silk Screen,Silk Screen,SCR2-01-01,SCR2-01,SCR2-01-01,Caixa - Frente (Silk Screen - 60 x 180),0,0.0,94658_1_1_1.png,False,,,,False,False,,1,SPOT,08/04/2025 11:01:27
94659,TITUS 4. Caixa em cartão,TITUS 4,Caixa em cartão indicada para as referências: 53878. 115 x 115 x 195 mm,Caixa em cartão indicada para as referências: 53878,TITUS 4. Caixa em cartão,TITUS 4. CAIXA EM CARTÃO,False,True,False,False,115 x 115 x 195 mm,,False,True,0.48,0.43,0.45,0.480X0.430X0.450,9.5,0.093,200,0,1,48192000,Squeezes & Copos,10,Embalagens,1420,94659_set.jpg,,,,,"94659_set.jpg, 94659_106.jpg",hi!dea™,China,False,,,,,,Sem polybag,Sem polybag,,,Cartão,,,,,,,,,,,"caixas, embalagem, embalagens",Branco,Caixa,53878,Caixa,,Frente,Frente,85 x 160,Caixa - Frente,Silk Screen,Silk Screen,SCR2-01-01,SCR2-01,SCR2-01-01,Caixa - Frente (Silk Screen - 85 x 160),0,0.0,94659_1_1_1.png,False,,,,False,False,,1,SPOT,08/04/2025 11:01:27
94661,"NORRE TUMBLER. Copo de viagem em aço inox, térmico com parede dupla isolada a vácuo 370 mL",NORRE TUMBLER,"Copo de viagem em aço inox, térmico com parede dupla isolada a vácuo. Possui parede interna revestida de cobre e tampa em bambu com vedante de silicone para proteção extra. Capacidade até 370 mL. Preserva as bebidas quentes por 5 h e frias por 24 h. Contém revestimento em pó que lhe confere mais durabilidade e resistência. Fornecido em caixa presente de papel kraft reciclado. Certificação EU Food Grade. A cor e o resultado da impressão nos materiais naturais pode variar entre produtos. ø80 x 106 mm","Copo de viagem em aço inox, térmico com parede dupla isolada a vácuo. Possui parede interna revestida de cobre e tampa em bambu com vedante de silicone para proteção extra. Capacidade até 370 mL. Preserva as bebidas quentes por 5 h e frias por 24 h. Contém revestimento em pó que lhe confere mais durabilidade e resistência. Fornecido em caixa presente de papel kraft reciclado. Certificação EU Food Grade. A cor e o resultado da impressão nos materiais naturais pode variar entre produtos","NORRE TUMBLER. Copo de viagem em aço inox, térmico com parede dupla isolada a vácuo 370 mL","NORRE TUMBLER. COPO DE VIAGEM EM AÇO INOX, TÉRMICO COM PAREDE DUPLA ISOLADA A VÁCUO 370 ML",False,True,False,False,ø80 x 106 mm,,False,True,0.54,0.45,0.14,0.540X0.450X0.140,8.5,0.033,30,1,1,73239300,Squeezes & Copos,10,Canecas de Viagem,1004,94661_set.jpg,94661_box.jpg,,,,"94661_set.jpg, 94661_103-c.jpg, 94661_box.jpg, 94661_amb.jpg, 94661_a.jpg, 94661_103.jpg, 94661_103-d.jpg, 94661_103-e.jpg, 94661_103-f.jpg, 94661_106.jpg, 94661_106-c.jpg, 94661_106-d.jpg, 94661_133.jpg, 94661_133-a.jpg, 94661_134.jpg",hi!dea™,China,False,"Aço inox, Apropriado para comida, Fornecido em caixa de oferta, Apropriado para bebidas frias/quentes (horas), Parede dupla, Apropriado para bebidas frias/quentes (horas)",,,"Food Safety, REACH",,Polybag,Caixa de oferta,,,Aço inox. Bambu. Silicone,,,0,0,,,,,,370 mL,"copos, copos de viagem, copo de viagem, copo térmico, copos térmicos, amigo do ambiente, bebida, bebidas, ecológico, ecológicos, garrafa térmica, garrafas térmicas, ecologic, ecologico, ecológicos, eco, produtos eco, sustentável, sustentáveis, certificado, certificados","Azul marinho, Branco, Cinza escuro, Preto",Copo,"94767, 94766, 94662, 94327, 94276",Copo,,"Corpo, Tampa",Corpo,150 x 60,"Copo - Corpo, Copo - Tampa","Laser, Silk Screen, Tampografia",Silk Screen,SCR4-01-01,"LSR1-01, LSR1-02, LSR1-03, SCR4-01, LSR3-01, LSR3-02, LSR3-03, LSR3-04, PDP3-01","LSR1-01-01, LSR1-02-01, LSR1-03-01, SCR4-01-01, LSR3-01-01, LSR3-02-01, LSR3-03-01, LSR3-04-01, PDP3-01-01",Copo - Corpo (Silk Screen - 150 x 60),0,0.0,94661_1_1_1.png,False,,,,False,False,cert_94661.zip,239,"SPOT,Últimas Chegadas",08/04/2025 11:01:27
94662,"NORRE BOTTLE. Garrafa em aço inox de parede dupla térmica, isolada a vácuo 640 mL",NORRE BOTTLE,"Garrafa em aço inox de parede dupla térmica, isolada a vácuo. Possui parede interna revestida de cobre e tampa em bambu com vedante de silicone para proteção extra. Capacidade até 640 mL. Parede com revestimento em pó que lhe confere mais durabilidade e resistência. Preserva as bebidas quentes por 16 h e frias por 48 h. Fornecido em caixa presente de papel kraft reciclado. Certificação EU Food Grade. A cor e o resultado da impressão nos materiais naturais pode variar entre produtos. ø72 x 233 mm","Garrafa em aço inox de parede dupla térmica, isolada a vácuo. Possui parede interna revestida de cobre e tampa em bambu com vedante de silicone para proteção extra. Capacidade até 640 mL. Parede com revestimento em pó que lhe confere mais durabilidade e resistência. Preserva as bebidas quentes por 16 h e frias por 48 h. Fornecido em caixa presente de papel kraft reciclado. Certificação EU Food Grade. A cor e o resultado da impressão nos materiais naturais pode variar entre produtos","NORRE BOTTLE. Garrafa em aço inox de parede dupla térmica, isolada a vácuo 640 mL","NORRE BOTTLE. GARRAFA EM AÇO INOX DE PAREDE DUPLA TÉRMICA, ISOLADA A VÁCUO 640 ML",False,True,False,False,ø72 x 233 mm,,False,True,0.4,0.4,0.27,0.400X0.400X0.270,9.3,0.043,25,1,1,73239300,Squeezes & Copos,10,Garrafas,1010,94662_set.jpg,94662_box.jpg,,,,"94662_set.jpg, 94662_103-c.jpg, 94662_box.jpg, 94662_amb.jpg, 94662_a.jpg, 94662_103.jpg, 94662_106.jpg, 94662_106-c.jpg, 94662_133.jpg, 94662_133-d.jpg, 94662_134.jpg",hi!dea™,China,False,"Aço inox, Apropriado para comida, Fornecido em caixa de oferta, Apropriado para bebidas frias/quentes (horas), Parede dupla",,,"Food Safety, REACH",,Polybag,Caixa de oferta,,,Aço inox. Bambu. Silicone,,,0,0,,,,,,640 mL,"squeezes, garrafa, garrafas, garrafa térmica, garrafas térmicas, bebida, bebidas, amigo do ambiente, ecologic, ecologico, ecológicos, eco, produtos eco, sustentável, sustentáveis, certificado, certificados","Azul marinho, Branco, Cinza escuro, Preto",Garrafa desporto,"94336, 94337",Garrafa desporto,,"Corpo, Tampa da garrafa",Corpo,150 x 140,"Garrafa desporto - Corpo, Garrafa desporto - Tampa da garrafa","Laser, Silk Screen, Tampografia",Silk Screen,SCR5-01-01,"LSR2-01, LSR2-02, LSR2-03, LSR2-04, LSR2-05, SCR5-01, LSR4-01, LSR4-02, LSR4-03, PDP4-01","LSR2-01-01, LSR2-02-01, LSR2-03-01, LSR2-04-01, LSR2-05-01, SCR5-01-01, LSR4-01-01, LSR4-02-01, LSR4-03-01, PDP4-01-01",Garrafa desporto - Corpo (Silk Screen - 150 x 140),0,0.0,94662_1_1_1.png,False,,,,False,False,cert_94662.zip,360,SPOT,08/04/2025 11:01:27
94664,HIMALAYAS. Conjunto de 4 copos em aço inoxidável 25 mL,HIMALAYAS,"Conjunto de 4 copos em aço inox com bolsa para transporte em PU, copo com capacidade até 25 mL. Fornecido em caixa presente. Certificação EU Food Grade. ø44 x 62 mm","Conjunto de 4 copos em aço inox com bolsa para transporte em PU, copo com capacidade até 25 mL. Fornecido em caixa presente. Certificação EU Food Grade",HIMALAYAS. Conjunto de 4 copos em aço inoxidável 25 mL,HIMALAYAS. CONJUNTO DE 4 COPOS EM AÇO INOXIDÁVEL 25 ML,False,True,False,False,ø44 x 62 mm,,False,True,0.28,0.25,0.25,0.280X0.250X0.250,8.4,0.018,100,1,1,73239300,Squeezes & Copos,10,Restauração - Utensílios,104,94664_set.jpg,94664_107-box.jpg,,,,"94664_set.jpg, 94664_107-box.jpg, 94664_107.jpg, 94664_107-c.jpg, 94664_107-d.jpg, 94664_107-e.jpg, 94664_107-f.jpg",hi!dea™,China,False,"Apropriado para comida, Fornecido em caixa de oferta",,,Food Safety,,Polybag,Caixa de oferta,,,Aço inox,,,0,0,,,,,,25 mL,"conjuntos, copo, bebida, bebidas, café, cafés, chavena, chá, certificado, certificados",Cromado,"Copo,Bolsa",,Copo,,"Corpo do copo, Lateral",Lateral,10 x 20,"Copo - Corpo do copo, Bolsa - Lateral","Laser, Tampografia",Laser,LSR1-01-01,"LSR1-01, LSR1-02, PDP3-01","LSR1-01-01, LSR1-02-01, PDP3-01-01, PDP3-01-02",Copo - Corpo do copo (Laser - 10 x 20),1,0.0,94664_1_1_1.png,False,,,,False,True,cert_94664.zip,80,SPOT,08/04/2025 11:01:27
94666,WERNER. Copo de viagem em PP e PS 520 mL,WERNER,"Copo de viagem em PP e PS, térmico com parede dupla isolada a ar. Capacidade até 520 mL. Tampa com sistema de abertura e fecho fácil e corpo removível. Certificação EU Food Grade. ø86 x 168 mm","Copo de viagem em PP e PS, térmico com parede dupla isolada a ar. Capacidade até 520 mL. Tampa com sistema de abertura e fecho fácil e corpo removível. Certificação EU Food Grade",WERNER. Copo de viagem em PP e PS 520 mL,WERNER. COPO DE VIAGEM EM PP E PS 520 ML,False,True,False,False,ø86 x 168 mm,,False,True,0.44,0.36,0.355,0.440X0.360X0.355,6.6,0.058,40,1,1,39241000,Squeezes & Copos,10,Canecas de Viagem,1004,94666_set.jpg,,,,,"94666_set.jpg, 94666_103-c.jpg, 94666_103.jpg, 94666_103-d.jpg, 94666_103-e.jpg",hi!dea™,China,False,"Apropriado para comida, Apropriado para bebidas quentes, BPA free",,,"Food Safety, BPA Free",,Polybag,Polybag,,,PP. PS,,,0,,,,,,,520 mL,"copos, copos de viagem, copo de viagem, copo térmico, copos térmicos, bebida, bebidas, garrafa térmica, garrafas térmicas, certificado, certificados",Preto,Caneca,,Caneca,,Corpo,Corpo,220 x 136,Caneca - Corpo,"Impressão Digital, Tampografia",Impressão Digital,DGL1-01-F,"DGL1-01, DGL1-02, PDP1-01","DGL1-01-F, DGL1-02-F, PDP1-01-01",Caneca - Corpo (Impressão Digital - 220 x 136),13,0.0,94666_1_1_1.png,False,,,,False,True,cert_94666.zip,144,SPOT,08/04/2025 11:01:27
94667,"HEAT. Garrafa em aço inox de parede dupla térmica, isolada a vácuo 750 mL",HEAT,"Garrafa em aço inox de parede dupla térmica, isolada a vácuo. A tampa interior possui sistema de botão abre e fecha dando maior isolamento e segurança contra vazamentos. O design da tampa vira um copo para que possa consumir a sua bebida preferida. Capacidade até 750 mL. Inclusos 2 copos. Preserva as bebidas quentes por 12h e frias por 24h. Fornecida em caixa presente. Certificação EU Food Grade. ø86 x 310 mm","Garrafa em aço inox de parede dupla térmica, isolada a vácuo. A tampa interior possui sistema de botão abre e fecha dando maior isolamento e segurança contra vazamentos. O design da tampa vira um copo para que possa consumir a sua bebida preferida. Capacidade até 750 mL. Inclusos 2 copos. Preserva as bebidas quentes por 12h e frias por 24h. Fornecida em caixa presente. Certificação EU Food Grade","HEAT. Garrafa em aço inox de parede dupla térmica, isolada a vácuo 750 mL","HEAT. GARRAFA EM AÇO INOX DE PAREDE DUPLA TÉRMICA, ISOLADA A VÁCUO 750 ML",False,True,False,False,ø86 x 310 mm,,False,True,0.49,0.27,0.49,0.490X0.270X0.490,12.8,0.065,20,1,1,96170010,Squeezes & Copos,10,Canecas Térmicas,10111,94667_set.jpg,,,,,"94667_set.jpg, 94667_147-c.jpg, 94667_147.jpg, 94667_147-a.jpg, 94667_147-d.jpg, 94667_147-e.jpg, 94667_147-f.jpg",hi!dea™,China,False,"Aço inox, Apropriado para comida, Fornecido em caixa de oferta, Apropriado para bebidas frias, Apropriado para bebidas quentes",,,"Food Safety, BPA Free, REACH",,Polybag,Polybag,,,Aço inox,,,0,0,,,,,,750 mL,"squeezes, squeeze, garrafas, garrafa térmica, garrafas térmicas, bebida, bebidas, certificado, certificados",Chumbo,Garrafa termo,94679,Garrafa termo,,Corpo,Corpo,,Garrafa termo - Corpo,"Laser, Silk Screen",,,"LSR1-01, LSR1-02, LSR1-03, LSR1-04, LSR1-05, SCR5-01","LSR1-01-01, LSR1-02-01, LSR1-03-01, LSR1-04-01, LSR1-05-01, SCR5-01-01",,0,0.0,,False,,,,False,False,cert_94667.zip,578,SPOT,08/04/2025 11:01:27
94669,WILLIAMS. Squeeze em vidro borossilicato e tampa em AS com alça 470mL,WILLIAMS,"Squeeze em vidro borossilicato e tampa em AS, com alça em silicone para fácil transporte. Capacidade até 470 mL. Fornecido em caixa presente. Certificação EU Food Grade. ø60 x 210 mm","Squeeze em vidro borossilicato e tampa em AS, com alça em silicone para fácil transporte. Capacidade até 470 mL. Fornecido em caixa presente. Certificação EU Food Grade",WILLIAMS. Squeeze em vidro borossilicato e tampa em AS com alça 470mL,WILLIAMS. SQUEEZE EM VIDRO BOROSSILICATO E TAMPA EM AS COM ALÇA 470ML,False,True,False,False,ø60 x 210 mm,,False,True,0.37,0.47,0.37,0.370X0.470X0.370,21.0,0.064,50,1,1,70109021,Squeezes & Copos,10,Garrafas,1010,94669_set.jpg,,,,,"94669_set.jpg, 94669_106-c.jpg, 94669_amb.jpg, 94669_106.jpg, 94669_109.jpg, 94669_109-c.jpg, 94669_109-d.jpg, 94669_112.jpg, 94669_112-c.jpg, 94669_112-d.jpg, 94669_114.jpg, 94669_144.jpg, 94669_144-c.jpg, 94669_144-d.jpg",hi!dea™,China,False,"Apropriado para comida, Fornecido em caixa de oferta, BPA free, Apropriado para bebidas frias/quentes (horas)",,,"Food Safety, BPA Free, REACH",,Polybag,Sem polybag,,,Vidro borossilicato. PP,,,0,0,,,,,,470 mL,"squeezes, garrafa, garrafas, garrafa térmica, garrafas térmicas, bebida, bebidas, esporte, esportes, certificado, certificados","Azul royal, Branco, Rosa claro, Turquesa, Verde","Garrafa desporto,Caixa","94699, 94770",Garrafa desporto,,"Corpo, Frente",Frente,25 x 50,"Garrafa desporto - Corpo, Caixa - Frente","UV Digital, Tampografia, Silk Screen",Tampografia,PDP3-01-01,"DUV1-01, DUV1-02, DUV1-03, DUV1-04, DUV1-05, DUV1-06, PDP3-01, SCR5-01, SCR3-01","DUV1-01-F, DUV1-02-F, DUV1-03-F, DUV1-04-F, DUV1-05-F, DUV1-06-F, PDP3-01-01, SCR5-01-01, SCR3-01-01",Garrafa desporto - Corpo (Tampografia - 25 x 50),0,0.0,94669_1_1_1.png,False,,,,False,False,cert_94669.zip,303,"SPOT,Últimas Chegadas",08/04/2025 11:01:27
94670,TITUS 5. Caixa em cartão,TITUS 5,Caixa em cartão indicada para as referências: 94687. 80 x 80 x 275 mm,Caixa em cartão indicada para as referências: 94687,TITUS 5. Caixa em cartão,TITUS 5. CAIXA EM CARTÃO,False,True,False,False,80 x 80 x 275 mm,,False,True,0.52,0.465,0.52,0.520X0.465X0.520,16.0,0.104,300,0,1,48192000,Squeezes & Copos,10,Embalagens,1420,94670_set.jpg,,,,,"94670_set.jpg, 94670_106.jpg",hi!dea™,China,False,,,,,,,Sem polybag,,,Cartão,,,,,,,,,,,"caixas, embalagem, embalagens",Branco,Caixa,94687,Caixa,,Frente,Frente,55 x 220,Caixa - Frente,Silk Screen,Silk Screen,SCR2-01-01,SCR2-01,SCR2-01-01,Caixa - Frente (Silk Screen - 55 x 220),0,0.0,94670_1_1_1.png,False,,,,False,False,,1,SPOT,08/04/2025 11:01:27
94676,"HASSI. Copo de viagem em aço inox e PP, térmico com parede dupla isolada a ar 510 Ml",HASSI,"Copo de viagem em aço inox e PP, térmico com parede dupla isolada a ar. Capacidade até 510 mL. Preserva as bebidas quentes por 2h e frias por 4h. Fornecida em caixa presente. Certificação EU Food Grade. ø87 x 151 mm","Copo de viagem em aço inox e PP, térmico com parede dupla isolada a ar. Capacidade até 510 mL. Preserva as bebidas quentes por 2h e frias por 4h. Fornecida em caixa presente. Certificação EU Food Grade","HASSI. Copo de viagem em aço inox e PP, térmico com parede dupla isolada a ar 510 Ml","HASSI. COPO DE VIAGEM EM AÇO INOX E PP, TÉRMICO COM PAREDE DUPLA ISOLADA A AR 510 ML",False,True,False,False,ø87 x 151 mm,,False,True,0.48,0.47,0.18,0.480X0.470X0.180,6.5,0.02,25,1,1,73239300,Squeezes & Copos,10,Canecas de Viagem,1004,94676_set.jpg,,,,,"94676_set.jpg, 94676_103-c.jpg, 94676_103.jpg",hi!dea™,China,False,"Aço inox, Apropriado para comida, Fornecido em caixa de oferta, Apropriado para bebidas quentes",,,Food Safety,,Polybag,Polybag,,,Alumínio. PP,,,0,0,,,,,,510 mL,"copos, copos de viagem, copo de viagem, copo térmico, copos térmicos, bebida, bebidas, garrafa térmica, garrafas térmicas, certificado, certificados",Preto,"Copo,Caixa",,Copo,,"Corpo superior, Frente superior, Frente",Frente,25 x 50,"Copo - Corpo superior, Copo - Frente superior, Caixa - Frente","Laser circular, Laser, Tampografia, Silk Screen",Tampografia,PDP2-01-01,"LAS1-01, LAS1-02, LAS1-03, LAS1-04, LAS1-05, LSR1-01, LSR1-02, LSR1-03, PDP3-01, PDP2-01, SCR2-01","LAS1-01-01, LAS1-02-01, LAS1-03-01, LAS1-04-01, LAS1-05-01, LSR1-01-01, LSR1-02-01, LSR1-03-01, PDP3-01-01, PDP3-01-02, PDP3-01-03, PDP3-01-04, PDP3-01-05, PDP2-01-01, PDP2-01-02, PDP2-01-03, SCR2-01-01",Copo - Frente superior (Tampografia - 25 x 50),0,0.0,94676_1_1_1.png,False,,,,False,False,cert_94676.zip,216,"SPOT,Últimas Chegadas",08/04/2025 11:01:27
